market,iteration,expand_width,search_depth,best_score,time
BTC_DQN,100,3,18,0.3484569711992029,8.741486072540283
BTC_DQN,250,8,10,0.3484569711992023,19.938036918640137
BTC_DQN,150,5,18,0.3484569711992023,11.13440489768982
BTC_DQN,150,5,10,0.3484569711992024,11.32241415977478
BTC_DQN,50,5,22,0.3484569711992025,4.314060926437378
BTC_DQN,250,8,20,0.3484569711992026,18.861198663711548
BTC_DQN,100,8,20,0.3484569711992024,6.62353515625
BTC_DQN,200,3,20,0.3484569711992023,16.52696704864502
BTC_DQN,200,12,10,0.3484569711992024,11.579471111297607
BTC_DQN,100,12,10,0.3484569711992023,5.616448163986206
BTC_DQN,250,12,18,0.3484569711992020,16.392720937728882
BTC_DQN,250,5,18,0.3484569711992022,18.94101309776306
BTC_DQN,250,8,15,0.3484569711992021,16.876356840133667
BTC_DQN,50,5,20,0.3484569711992025,3.656332015991211
BTC_DQN,100,3,18,0.3484569711992025,7.489842891693115
BTC_DQN,250,8,15,0.3484569711992025,17.025072813034058
BTC_DQN,100,12,20,0.3484569711992033,6.447921991348267
BTC_DQN,100,8,18,0.3484569711992026,7.028345823287964
BTC_DQN,150,8,15,0.3484569711992027,9.94041132926941
BTC_DQN,250,3,20,0.3484569711992028,21.5813729763031
BTC_MULTI_AGENT,150,10,22,0.4245993643470463,11.179260969161987
BTC_MULTI_AGENT,200,8,15,0.4245993643470463,14.268211126327515
BTC_MULTI_AGENT,100,8,22,0.4245993643470463,7.486794948577881
BTC_MULTI_AGENT,200,5,20,0.4245993643470463,15.712754964828491
BTC_MULTI_AGENT,50,12,22,0.4245993643470463,3.7860701084136963
BTC_MULTI_AGENT,50,8,10,0.4245993643470463,3.291910171508789
BTC_MULTI_AGENT,200,8,15,0.4245993643470463,15.142087936401367
BTC_MULTI_AGENT,200,12,18,0.4245993643470463,14.651567697525024
BTC_MULTI_AGENT,100,10,20,0.4245993643470463,7.435765981674194
BTC_MULTI_AGENT,150,5,15,0.4245993643470463,11.9786958694458
BTC_MULTI_AGENT,100,9,22,0.4245993643470473,9.122874736785889
BTC_MULTI_AGENT,200,5,18,0.4245993643470463,17.086015939712524
BTC_MULTI_AGENT,50,5,15,0.4245993643470463,3.977299213409424
BTC_MULTI_AGENT,200,5,18,0.4245993643470463,17.757176876068115
BTC_MULTI_AGENT,200,5,22,0.4245993643470463,17.728906393051147
BTC_MULTI_AGENT,200,12,10,0.4245993643470423,14.52423906326294
BTC_MULTI_AGENT,50,8,20,0.4245993643470463,4.113566160202026
BTC_MULTI_AGENT,50,8,18,0.41141517395673555,3.9479148387908936
BTC_MULTI_AGENT,250,5,22,0.4245993643470463,23.924444913864136
BTC_MULTI_AGENT,100,10,20,0.4245993643470463,8.262439012527466
ETH_DQN,250,3,20,0.2854647460377504,22.233842134475708
ETH_DQN,50,12,20,0.2854647460377504,3.1763410568237305
ETH_DQN,200,10,22,0.2854647460377504,14.935381174087524
ETH_DQN,200,10,22,0.2854647460377504,14.534070014953613
ETH_DQN,100,10,18,0.2854647460377504,6.471961975097656
ETH_DQN,100,3,20,0.2854647460377504,7.910889148712158
ETH_DQN,200,5,10,0.2854647460377504,13.484874963760376
ETH_DQN,150,3,15,0.2854647460377504,12.576276063919067
ETH_DQN,100,12,22,0.2854647460378504,6.8420820236206055
ETH_DQN,100,12,15,0.2854647460377504,6.30802583694458
ETH_DQN,200,12,20,0.2854647460377504,13.139039039611816
ETH_DQN,100,10,20,0.2854647460377504,6.403789758682251
ETH_DQN,200,5,10,0.2854647460377504,13.853436946868896
ETH_DQN,50,5,18,0.2854647460377504,3.719724178314209
ETH_DQN,150,10,15,0.2854647460377504,10.460575819015503
ETH_DQN,150,10,18,0.2854647460377504,10.989789962768555
ETH_DQN,150,8,20,0.2854647460377504,11.455080032348633
ETH_DQN,200,3,22,0.2854647460377504,17.81013298034668
ETH_DQN,150,8,10,0.2854647460377504,10.461591958999634
ETH_DQN,250,10,15,0.2854647460377504,14.970139980316162
ETH_MULTI_AGENT,150,12,15,0.3277819357991372,23.673518896102905
ETH_MULTI_AGENT,250,10,20,0.3277819357991372,19.33578610420227
ETH_MULTI_AGENT,250,10,15,0.3277819357991372,17.75104594230652
ETH_MULTI_AGENT,250,12,18,0.3277819357991372,18.355350732803345
ETH_MULTI_AGENT,250,10,20,0.3277819357991372,20.041842937469482
ETH_MULTI_AGENT,150,5,15,0.3277819357991372,11.668263912200928
ETH_MULTI_AGENT,50,5,15,0.3277819357991372,3.8202431201934814
ETH_MULTI_AGENT,100,3,10,0.3277819357991372,8.657189130783081
ETH_MULTI_AGENT,200,12,22,0.3277819357991372,16.003112077713013
ETH_MULTI_AGENT,250,8,22,0.3277819357991372,21.971099853515625
ETH_MULTI_AGENT,100,3,15,0.3277819357991372,8.76977801322937
ETH_MULTI_AGENT,100,5,22,0.3277819357991372,8.881855964660645
ETH_MULTI_AGENT,250,8,22,0.3277819357991372,21.936622142791748
ETH_MULTI_AGENT,200,8,18,0.3277819357991372,17.04609489440918
ETH_MULTI_AGENT,100,12,20,0.3277819357992372,8.166326761245728
ETH_MULTI_AGENT,50,5,15,0.3277819357991372,3.9887900352478027
ETH_MULTI_AGENT,150,8,10,0.3277819357991372,12.409947872161865
ETH_MULTI_AGENT,250,3,22,0.3277819357991372,26.026604890823364
ETH_MULTI_AGENT,250,3,15,0.3277819357991372,25.28761601448059
ETH_MULTI_AGENT,200,12,20,0.3277819357991372,16.84788727760315
LTC_DQN,150,3,22,0.41238648516023163,14.676638841629028
LTC_DQN,50,12,15,0.41238648516023163,2.9748661518096924
LTC_DQN,50,8,10,0.41238648516023163,3.315922975540161
LTC_DQN,250,12,15,0.41238648516023163,16.87305235862732
LTC_DQN,100,3,15,0.41238648516023163,7.751719951629639
LTC_DQN,250,3,20,0.41238648516023163,23.745282888412476
LTC_DQN,250,3,18,0.41238648516023163,22.619242191314697
LTC_DQN,100,10,22,0.41238648516023163,7.693392753601074
LTC_DQN,50,3,15,0.41238648516023163,3.5602340698242188
LTC_DQN,150,8,22,0.41238648516023169,11.161187171936035
LTC_DQN,250,10,15,0.41238648516023168,17.018431901931763
LTC_DQN,200,3,15,0.41238648516023164,17.174595832824707
LTC_DQN,100,3,18,0.41238648516023166,8.957892894744873
LTC_DQN,200,5,22,0.41238648516023133,17.287195920944214
LTC_DQN,250,12,18,0.41238648516023163,17.4036648273468
LTC_DQN,50,10,15,0.41238648516023133,3.201932191848755
LTC_DQN,250,5,10,0.41238648516023163,20.023311853408813
LTC_DQN,100,10,20,0.41238648516033163,6.422323942184448
LTC_DQN,200,10,18,0.41238648516023163,14.738968849182129
LTC_DQN,100,5,15,0.41238648516023163,6.887335300445557
LTC_MULTI_AGENT,250,5,15,0.47729526852245413,20.218369007110596
LTC_MULTI_AGENT,200,3,15,0.47729526852245413,16.585391998291016
LTC_MULTI_AGENT,250,5,15,0.47729526852245413,20.52641487121582
LTC_MULTI_AGENT,100,3,20,0.47729526852245413,9.01317024230957
LTC_MULTI_AGENT,250,8,10,0.47729526852245413,19.030925035476685
LTC_MULTI_AGENT,200,12,22,0.47729526852245413,13.48786997795105
LTC_MULTI_AGENT,250,8,15,0.47729526852245413,1751.7413170337677
LTC_MULTI_AGENT,100,12,10,0.47729526852245413,7.4149110317230225
LTC_MULTI_AGENT,200,10,18,0.47729526852245413,22.57290482521057
LTC_MULTI_AGENT,100,12,22,0.47729526852246413,8.29803991317749
LTC_MULTI_AGENT,50,3,20,0.47729526852245417,4.715857267379761
LTC_MULTI_AGENT,150,10,10,0.47729526852245415,11.656206130981445
LTC_MULTI_AGENT,100,8,22,0.47729526852245419,8.318336725234985
LTC_MULTI_AGENT,50,3,15,0.47729526852245413,5.032256841659546
LTC_MULTI_AGENT,250,5,22,0.47729526852245413,27.233577966690063
LTC_MULTI_AGENT,250,8,15,0.47729526852245414,24.52734684944153
LTC_MULTI_AGENT,50,3,22,0.47729526852245412,4.912843942642212
LTC_MULTI_AGENT,250,3,20,0.47729526852245413,30.78811502456665
LTC_MULTI_AGENT,100,10,22,0.47729526852245419,10.58016300201416
LTC_MULTI_AGENT,100,12,10,0.47729526852245413,7.867944955825806